 title_x , imdb_id , poster_path , wiki_link , title_y , original_title , is_adult , year_of_release , runtime , genres , imdb_rating , imdb_votes , story , summary , tagline , actors , wins_nominations , release_date , yt ,tplus
 Bawarchi , tt0068257 , https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Bawarchi1972.jpg/220px-Bawarchi1972.jpg , https://en.wikipedia.org/wiki/Bawarchi , Bawarchi , Bawarchi ,0,1972,130, Comedy|Drama|Family ,8,3220, Squabbling Sharma family has a dubious reputation of not having any cook last there for more than a few months. Word spreads out about this family to such an extent that no person wants to be employed as a cook in this household  ironically named Shanti Nivas. Then one day a young man named Raghu offers to work as a cook  and he is hired. Raghu quickly gets a grip on his job and on each of the family members  and soon the squabbles and arguments come to an end. And then the Sharmas find the family jewels and Raghu missing. , Squabbling Sharma family has a dubious reputation of not having any cook last there for more than a few months. Word spreads out about this family to such an extent that no person wants to ... ,  , Rajesh Khanna|Jaya Bachchan|Usha Kiran|Harindranath Chattopadhyay|A.K. Hangal|Durga Khote|Asrani|Kali Bannerjee|Paintal|Raju Shrestha|Amitabh Bachchan|Manisha|Suraj| , 2 wins , 7 July 1972 (India) , mkUGA1Eeh9c ,
 Chashme Buddoor (1981 film) , tt0082162 , https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Chashme_Buddoor.jpg/220px-Chashme_Buddoor.jpg , https://en.wikipedia.org/wiki/Chashme_Buddoor_(1981_film) , Chashme Buddoor , Chashme Buddoor ,0,1981,145, Comedy|Family|Romance ,8,2045, Two womanizing slackers  Omi and Jai (Rakesh Bedi and Ravi Baswani respectively) attempt to woo the new girl in the neighbourhood  and fail - miserably. Their third room-mate  shy  and a bookworm - succeeds  much to their chargin. The two scheme up comical ideas to split the two lovebirds  so that their secrets and humiliation are not revealed. , Two womanizing slackers  Omi and Jai (Rakesh Bedi and Ravi Baswani respectively) attempt to woo the new girl in the neighbourhood  and fail - miserably. Their third room-mate  shy  and a ... ,  , Farooq Shaikh|Deepti Naval|Saeed Jaffrey|Rakesh Bedi|Ravi Baswani|Leela Mishra|Vinod Doshi|Ranjan Grewal|Amitabh Bachchan|Rekha| ,  , 8 May 1981 (India) , beHF6uxhzZA ,
 Arth (film) , tt0083578 , https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Arth%2C_1982_film.jpg/220px-Arth%2C_1982_film.jpg , https://en.wikipedia.org/wiki/Arth_(film) , Arth , Arth ,0,1982,138, Drama|Romance ,8,1108, A film-maker who is having an extra-marital affair with an actress decides to leave his wife. Arth is the story of this women's search for her identity. , A film-maker who is having an extra-marital affair with an actress decides to leave his wife. Arth is the story of this women's search for her identity. ,  , Shabana Azmi|Kulbhushan Kharbanda|Smita Patil|Raj Kiran| , 5 wins & 2 nominations , 3 December 1982 (India) , ZZGVf2AqLow ,
 Chalti Ka Naam Gaadi , tt0128985 , https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Chalti_ka_Naam_Gaadi.jpg/220px-Chalti_ka_Naam_Gaadi.jpg , https://en.wikipedia.org/wiki/Chalti_Ka_Naam_Gaadi , Chalti Ka Naam Gaadi , Chalti Ka Naam Gaadi ,0,1958,173, Comedy|Musical|Romance ,8,1250, The Sharma brothers consist of former boxer  Brijmohan; Jagmohan  an Electrical Engineer; and Manmohan  a Mechanic. The brothers operate a garage under the name of 'Mohan Brothers' in Bombay. Brijmohan hates all women and does not permit even a poster to be hung on the walls of either the garage or their residence as well as instructs his brothers not to get involved with them. While working the late shift  Manmohan assists a customer  Renu  and both rather dramatically fall in love. Subsequently  Jagmohan meets with Renu's friend  Sheila  and both are attracted to each other. Unable to face the wrath of their brother  both conceal this information from him. Then the duo find out that their brother hides a woman's photograph under his pillow  but when confronted  refuses to divulge any information to them. Things will change rapidly when Manmohan finds out Renu's father  Kishinchand  has made arrangements for his daughter's to wed Prakashchand  the son of Raja Hardayal Singh. , Three woman-hating brothers face changes in their respective lifestyles when two of them fall in love. ,  , Ashok Kumar|Madhubala|Anoop Kumar|Kishore Kumar|K.N. Singh|Sajjan|S.N. Banerjee|Mohan Choti|Sahira|Kamal|Veena|Helen| ,  , 1 January 1958 (India) , g6g_mLaJZs8 ,
 Vaastav: The Reality , tt0220832 , https://upload.wikimedia.org/wikipedia/en/a/a6/Vaastav_The_Reality.jpg , https://en.wikipedia.org/wiki/Vaastav:_The_Reality , Vaastav: The Reality , Vaastav: The Reality ,0,1999,145, Action|Crime|Drama ,8,11521, SPOILER: Raghunath Namdev Shivalkar (Sanjay Dutt) and his best friend Dedh Footiya (Sanjay Narvekar) struggle to find work in Mumbai. They decide to run a pav bhaji stall.But fate steps in when Raghu accidentally kills a customer who turns out to be the brother of a notorious gangster  Fracture Pandya and end up in the Mumbai underworld. Vitthal Kaanya (Ashish Vidyarthi)  a rival gang lord  offers Raghunath and Dedh Footiya protection and later hires them both as hitmen. Raghunath becomes a respected hit man  with Dedh Footiya as his accomplice. With Raghunath in his gang Vitthal Kaanya hits a peak in the Mumbai underworld. He is protected by a politician who uses Raghunath for his needs. While BabbanRao (Home Minister) relies on Raghunath  there are some others who despise Raghunath  and are just waiting in the sidelines to see when Raghunath makes an error. Raghunath does so  and hence becomes an embarrassment for BabbanRao. Soon Raghunath is on the run  both from the police  and ... , Consequences force an innocent man to get involved in crime after making an error. , The reality , Sanjay Dutt|Namrata Shirodkar|Mohnish Bahl|Ekta Sohini|Reema Lagoo|Shivaji Satam|Kashmira Shah|Deepak Tijori|Paresh Rawal|Mohan Joshi|Ashish Vidyarthi|Himani Shivpuri|Usha Nadkarni|Achyut Potdar| , 4 wins & 4 nominations , 7 October 1999 (India) , cvrzr2qxRzw ,
 Dor (film) , tt0824316 , https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Dorfilm.jpg/220px-Dorfilm.jpg , https://en.wikipedia.org/wiki/Dor_(film) , Dor , Dor ,0,2006,147, Drama ,8,5255, Shankar Singh and his wife  Meera  live in Jodhpur  Rajasthan  India along with widowed paternal grandmother  Laxmibai  his mom  Gowri  and dad  Randhir. The family feel that they are blessed after Meera's entry in this family. Shankar must go and abroad in Saudi Arabia and bids farewell to Meera  promising to keep in touch  which he does  and also sends them a large portion of his earnings  which is used to pay off the family's debts. Then when no word is received from him  a worried Meera phones  and is devastated to learn that Shankar has been killed by being thrown off a 10th floor balcony. Her status quickly changes  her jewelery  ornaments  fancy clothes are taken off  and she is told to remain indoors. wear dark clothes  and is only allowed to pray at a Mandir. Things brighten up for Meera when she befriends an Islamic woman  Zeenat  who has come all the way from Himachal Pradesh to look for her husband  Amir Khan. Shortly thereafter  Meera's world is turned upside down when ... , Two woman --different backgrounds  miles apart  and strangers to each other-- are linked by tragedy. Their new-found friendship is tested as one holds the fate of the other's husband in her hands. , How far would you go to save the one you love? , Ayesha Takia|Shreyas Talpade|Gul Panag|Girish Karnad|Prateeksha Lonkar|Rushad Rana|Anirudh Jaykar|Shivani Joshi|Uttara Baokar|Pavan Singh|Banwarilal Taneja|Ikhlaq Khan|Veena Sajnani|Vibhu Kashyap| , 2 wins & 2 nominations , 22 September 2006 (India) , lRaGj9Fz3PY ,
 Ankhon Dekhi , tt3614516 , https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Ankhon_Dekhi_%E2%80%93_Poster_1.jpg/220px-Ankhon_Dekhi_%E2%80%93_Poster_1.jpg , https://en.wikipedia.org/wiki/Ankhon_Dekhi , Ankhon Dekhi , Ankhon Dekhi ,0,2013,107, Comedy|Drama ,8,8672, Raje Bauji (Sanjay Mishra) is a man in his late fifties  living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family  after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man  this old fool- who is both Lear and the fool. , Ankhon Dekhi centers around Raje Bauji  played by Sanjay Mishra who  after a dramatic incident  decides that he will only believe what he sees with his eyes. ,  , Sanjay Mishra|Seema Bhargava|Rajat Kapoor|Taranjit Kaur|Maya Sarao|Chandrachoor Rai|Namit Das|Brijendra Kala|Alka Chatwal|Manu Rishi Chadha|Mahesh Sharma|Anil Chaudhary|Manish Karnatak|Dhruv Uday Singh| , 5 wins & 6 nominations , 21 March 2014 (India) , Q1Ik13glD2c ,
 Abhimaan (1973 film) , tt0069671 , https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Abhimaan_%281973%29.jpg/220px-Abhimaan_%281973%29.jpg , https://en.wikipedia.org/wiki/Abhimaan_(1973_film) , Abhimaan , Abhimaan ,0,1973,122, Drama|Musical ,7.9,2379, Subeer Kumar (Amitabh) is well on his way to becoming India's top pop singer. He has no intention of getting married  but when he goes to visit his Durga Mausi (Mausi=mother's sister)  he falls in love with religious  simple Uma  by whose voice he's enchanted. He marries her and returns to Bombay where he announces that he will never sing without Uma again. However  Subeer encourages Uma to sing alone and when her popularity is soon greater than his own  the seed of jealousy begins to grow... The major difference between Uma and Subeer is that she sings for herself  whereas he sings for the public. It is the difference between geet and sangeet. This is the root of the thing that later causes problems  and based on which the movie is named. , A popular singer convinces his new wife to enter show-business  but his pride is wounded when she outshines him. ,  , Amitabh Bachchan|Jaya Bachchan|Asrani|Bindu|Durga Khote|A.K. Hangal|David Abraham|Jaywant Pathare|Lalita Kumari|Bhola|Habiba Rehman|Biren Tripathy|Manohar Kamat| , 2 wins & 2 nominations , 27 July 1973 (India) , aiOeVZO9ucA ,
 Aakrosh (1980 film) , tt0080322 , https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Aakrosh80.jpg/220px-Aakrosh80.jpg , https://en.wikipedia.org/wiki/Aakrosh_(1980_film) , Aakrosh , Aakrosh ,0,1980,144, Crime|Drama|Music ,7.9,678, After working with his mentor and Public Prosecutor Dushane for many years  Advocate Bhaskar Kulkarni is assigned a legal aid case of Bhiku Lahanya  who is accused of brutally killing his wife  Nag  for disobeying him and refusing to have sex with other men. Bhiku remains silent when asked to plead guilty or otherwise. Bhaskar's efforts to get him to subsequently confide in him  prove in vain. Even when Bhaskar goes to talk to Bhiku's dad and sister  he is shunned. When he persists his window panes are broken  then one night he is attacked and knifed. He gets Police protection through the courts and persists with his questions - only to run into nothing but a wall of silence. Then he is contacted by a Social Worker who tells him what really happened. Before Bhaskar could do anything  the Social Worker goes missing  & Bhiku's dad passes away. When Bhiku is permitted to attend his funeral - this is where Bhiku will break his silence - a silence that will see him face another charge of ... , A public prosecutor discovers the harsh realities about life of the scheduled tribes in India during 1980s while defending a case of a tribesman charged of murdering his wife. , Aakrosh....cry of the wounded. , Naseeruddin Shah|Smita Patil|Amrish Puri|Om Puri|Mahesh Elkunchwar|Bhagyasri Kotnis|Arvind Deshpande|Mohan Agashe|Vinay Apte|Vihang Nayak|Achyut Potdar|Madhukar Nayak| , 6 wins , 1980 (India) , 0pHT_44imDU ,
 Katha (1983 film) , tt0085776 , https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Katha%2C_1983_Hindi_film.jpg/220px-Katha%2C_1983_Hindi_film.jpg , https://en.wikipedia.org/wiki/Katha_(1983_film) , The Tale , Katha ,0,1983,141, Comedy|Drama ,7.9,951, Rajaram P. Joshi (Naseeruddin Shah) is a middle-class Clerk living in a chawl in Bombay. He is secretly in love with his neighbor  Sandhya Karnik (Deepti Naval) but is unable to disclose his love for her. Rajaram's fast-tallking friend  Bashudev (Farooq Shaikh) comes for a visit and makes himself at home. Bashudev starts wooing Sandhya and soon both in love with each other. The Karniks decide to marry Sandhya and Bashudev  much to misery of Rajaram. But on the day of the engagement  Bashudev disappears  and the engagement is called-off. Rajaram offers to marry the devastated Sandhya  but she tells him that she has been very intimate with Bashudev  and is pregnant  and it remains to be seen if Rajaram will accept Sandhya or otherwise. , Rajaram P. Joshi (Naseeruddin Shah) is a middle-class Clerk living in a chawl in Bombay. He is secretly in love with his neighbor  Sandhya Karnik (Deepti Naval) but is unable to disclose ... ,  , Naseeruddin Shah|Farooq Shaikh|Deepti Naval| ,  ,  , uFuW12ArFo4 ,
 Parda Hai Parda (film) , tt0154992 , https://upload.wikimedia.org/wikipedia/en/5/59/Parda_Hai_Parda_poster.jpg , https://en.wikipedia.org/wiki/Parda_Hai_Parda_(film) , Parda Hai Parda , Parda Hai Parda ,0,1992,128, Romance ,7.9,21, Vijay Appu Thomas and Prem are four carefree friends with no responsibilities roam around the town in search of fun and beautiful women.Maya a beautiful women comes in their neighborhood to stay with her grandparents.The four friends try to find out about her and why she is in town by .Maya is in town to find the mystery behind the death of her brother Raghuveer.After learning about the reason of Maya's visit the four friends in order to impress her pretend that they knew Raghuveer. , Four friends try to woo a girl next door. ,  , Laxmikant Berde|Pankaj Dheer|Adi Irani|Shubha Khote|Kiran Kumar|Reema Lagoo|Meena|Chunky Pandey|Virendra Singh|Malvika Tiwari| ,  ,  , Z6rdvxv0-TA ,
